Name,Type,Minimum,Maximum,Length,Direction
SLMs_Harttia,misc_feature,"35,597,361","35,597,422",62,reverse
SLMs_Harttia,misc_feature,"35,481,951","35,482,012",62,forward
SLMs_Harttia,misc_feature,"35,481,886","35,481,954",69,reverse
SLMs_Harttia,misc_feature,"35,244,796","35,244,864",69,reverse
SLMs_Harttia,misc_feature,"35,227,340","35,227,408",69,reverse
SLMs_Harttia,misc_feature,"35,206,873","35,206,941",69,forward
SLMs_Harttia,misc_feature,"34,936,550","34,936,618",69,forward
SLMs_Harttia,misc_feature,"34,936,492","34,936,553",62,reverse
SLMs_Harttia,misc_feature,"34,895,662","34,895,724",63,forward
SLMs_Harttia,misc_feature,"34,895,597","34,895,665",69,reverse
SLMs_Harttia,misc_feature,"34,820,464","34,820,532",69,forward
SLMs_Harttia,misc_feature,"34,820,406","34,820,467",62,reverse
SLMs_Harttia,misc_feature,"34,802,880","34,802,941",62,forward
SLMs_Harttia,misc_feature,"34,786,518","34,786,579",62,reverse
SLMs_Harttia,misc_feature,"34,748,650","34,748,711",62,reverse
SLMs_Harttia,misc_feature,"34,742,686","34,742,747",62,reverse
SLMs_Harttia,misc_feature,"34,651,074","34,651,135",62,reverse
SLMs_Harttia,misc_feature,"34,417,406","34,417,467",62,forward
SLMs_Harttia,misc_feature,"34,417,341","34,417,409",69,reverse
SLMs_Harttia,misc_feature,"34,231,955","34,232,023",69,forward
SLMs_Harttia,misc_feature,"34,231,897","34,231,958",62,reverse
SLMs_Harttia,misc_feature,"33,952,313","33,952,372",60,forward
SLMs_Harttia,misc_feature,"33,920,885","33,920,953",69,forward
SLMs_Harttia,misc_feature,"33,920,827","33,920,888",62,reverse
SLMs_Harttia,misc_feature,"33,796,498","33,796,566",69,reverse
SLMs_Harttia,misc_feature,"33,764,496","33,764,557",62,forward
SLMs_Harttia,misc_feature,"33,683,861","33,683,929",69,reverse
SLMs_Harttia,misc_feature,"33,576,548","33,576,616",69,forward
SLMs_Harttia,misc_feature,"33,576,490","33,576,551",62,reverse
SLMs_Harttia,misc_feature,"33,403,970","33,404,031",62,forward
SLMs_Harttia,misc_feature,"33,403,905","33,403,973",69,reverse
SLMs_Harttia,misc_feature,"33,340,084","33,340,145",62,forward
SLMs_Harttia,misc_feature,"33,340,019","33,340,087",69,reverse
SLMs_Harttia,misc_feature,"33,334,901","33,334,969",69,forward
SLMs_Harttia,misc_feature,"33,334,843","33,334,904",62,reverse
SLMs_Harttia,misc_feature,"33,318,810","33,318,871",62,forward
SLMs_Harttia,misc_feature,"33,256,120","33,256,181",62,forward
SLMs_Harttia,misc_feature,"33,256,055","33,256,123",69,reverse
SLMs_Harttia,misc_feature,"32,992,681","32,992,749",69,forward
SLMs_Harttia,misc_feature,"32,992,624","32,992,684",61,reverse
SLMs_Harttia,misc_feature,"32,946,074","32,946,110",37,forward
SLMs_Harttia,misc_feature,"32,709,407","32,709,468",62,forward
SLMs_Harttia,misc_feature,"32,709,342","32,709,410",69,reverse
SLMs_Harttia,misc_feature,"32,665,945","32,666,013",69,forward
SLMs_Harttia,misc_feature,"32,654,561","32,654,622",62,reverse
SLMs_Harttia,misc_feature,"32,607,678","32,607,746",69,reverse
SLMs_Harttia,misc_feature,"32,571,232","32,571,300",69,reverse
SLMs_Harttia,misc_feature,"32,559,883","32,559,951",69,forward
SLMs_Harttia,misc_feature,"32,559,825","32,559,886",62,reverse
SLMs_Harttia,misc_feature,"32,429,655","32,429,716",62,forward
SLMs_Harttia,misc_feature,"32,429,590","32,429,658",69,reverse
SLMs_Harttia,misc_feature,"32,400,770","32,400,838",69,reverse
SLMs_Harttia,misc_feature,"32,326,105","32,326,173",69,forward
SLMs_Harttia,misc_feature,"32,150,132","32,150,200",69,forward
SLMs_Harttia,misc_feature,"31,969,789","31,969,857",69,forward
SLMs_Harttia,misc_feature,"31,899,399","31,899,461",63,reverse
SLMs_Harttia,misc_feature,"31,896,474","31,896,542",69,reverse
SLMs_Harttia,misc_feature,"31,842,137","31,842,205",69,forward
SLMs_Harttia,misc_feature,"31,842,079","31,842,140",62,reverse
SLMs_Harttia,misc_feature,"31,800,933","31,800,994",62,forward
SLMs_Harttia,misc_feature,"31,800,868","31,800,936",69,reverse
SLMs_Harttia,misc_feature,"31,683,749","31,683,817",69,forward
SLMs_Harttia,misc_feature,"31,626,620","31,626,688",69,forward
SLMs_Harttia,misc_feature,"31,216,342","31,216,404",63,reverse
SLMs_Harttia,misc_feature,"31,161,924","31,161,985",62,reverse
SLMs_Harttia,misc_feature,"31,099,640","31,099,701",62,reverse
SLMs_Harttia,misc_feature,"30,813,588","30,813,649",62,forward
SLMs_Harttia,misc_feature,"30,813,523","30,813,591",69,reverse
SLMs_Harttia,misc_feature,"30,791,352","30,791,413",62,reverse
SLMs_Harttia,misc_feature,"30,749,222","30,749,284",63,forward
SLMs_Harttia,misc_feature,"30,669,611","30,669,679",69,forward
SLMs_Harttia,misc_feature,"30,669,553","30,669,614",62,reverse
SLMs_Harttia,misc_feature,"30,661,748","30,661,813",66,reverse
SLMs_Harttia,misc_feature,"30,647,217","30,647,278",62,reverse
SLMs_Harttia,misc_feature,"30,384,164","30,384,225",62,reverse
SLMs_Harttia,misc_feature,"30,290,008","30,290,069",62,forward
SLMs_Harttia,misc_feature,"30,025,575","30,025,636",62,reverse
SLMs_Harttia,misc_feature,"29,928,956","29,929,017",62,forward
SLMs_Harttia,misc_feature,"29,928,891","29,928,959",69,reverse
SLMs_Harttia,misc_feature,"29,862,262","29,862,323",62,forward
SLMs_Harttia,misc_feature,"29,761,200","29,761,268",69,forward
SLMs_Harttia,misc_feature,"29,714,611","29,714,647",37,reverse
SLMs_Harttia,misc_feature,"29,671,310","29,671,371",62,reverse
SLMs_Harttia,misc_feature,"29,316,051","29,316,119",69,reverse
SLMs_Harttia,misc_feature,"29,256,438","29,256,506",69,forward
SLMs_Harttia,misc_feature,"29,256,380","29,256,441",62,reverse
SLMs_Harttia,misc_feature,"29,016,865","29,016,926",62,forward
SLMs_Harttia,misc_feature,"29,016,800","29,016,868",69,reverse
SLMs_Harttia,misc_feature,"28,999,971","29,000,039",69,forward
SLMs_Harttia,misc_feature,"28,904,977","28,905,045",69,reverse
SLMs_Harttia,misc_feature,"28,736,733","28,736,769",37,forward
SLMs_Harttia,misc_feature,"28,630,497","28,630,565",69,reverse
SLMs_Harttia,misc_feature,"28,574,573","28,574,641",69,forward
SLMs_Harttia,misc_feature,"28,518,721","28,518,789",69,forward
SLMs_Harttia,misc_feature,"28,518,663","28,518,724",62,reverse
SLMs_Harttia,misc_feature,"28,368,565","28,368,633",69,reverse
SLMs_Harttia,misc_feature,"28,279,437","28,279,498",62,forward
SLMs_Harttia,misc_feature,"28,166,391","28,166,459",69,forward
SLMs_Harttia,misc_feature,"28,166,333","28,166,394",62,reverse
SLMs_Harttia,misc_feature,"28,086,363","28,086,431",69,forward
SLMs_Harttia,misc_feature,"27,985,162","27,985,223",62,reverse
SLMs_Harttia,misc_feature,"27,666,897","27,666,958",62,forward
SLMs_Harttia,misc_feature,"27,643,771","27,643,839",69,reverse
SLMs_Harttia,misc_feature,"27,395,093","27,395,161",69,reverse
SLMs_Harttia,misc_feature,"27,356,831","27,356,899",69,forward
SLMs_Harttia,misc_feature,"27,346,293","27,346,361",69,reverse
SLMs_Harttia,misc_feature,"27,320,050","27,320,118",69,forward
SLMs_Harttia,misc_feature,"26,459,950","26,460,018",69,reverse
SLMs_Harttia,misc_feature,"26,440,666","26,440,734",69,reverse
SLMs_Harttia,misc_feature,"26,251,317","26,251,385",69,forward
SLMs_Harttia,misc_feature,"26,251,255","26,251,320",66,reverse
SLMs_Harttia,misc_feature,"26,211,987","26,212,048",62,forward
SLMs_Harttia,misc_feature,"26,170,620","26,170,688",69,forward
SLMs_Harttia,misc_feature,"26,103,668","26,103,729",62,forward
SLMs_Harttia,misc_feature,"26,088,312","26,088,373",62,reverse
SLMs_Harttia,misc_feature,"26,084,996","26,085,057",62,forward
SLMs_Harttia,misc_feature,"26,084,931","26,084,999",69,reverse
SLMs_Harttia,misc_feature,"25,944,236","25,944,304",69,forward
SLMs_Harttia,misc_feature,"25,911,822","25,911,890",69,reverse
SLMs_Harttia,misc_feature,"25,824,482","25,824,517",36,reverse
SLMs_Harttia,misc_feature,"25,800,763","25,800,831",69,reverse
SLMs_Harttia,misc_feature,"25,701,087","25,701,155",69,forward
SLMs_Harttia,misc_feature,"25,701,029","25,701,090",62,reverse
SLMs_Harttia,misc_feature,"25,694,734","25,694,795",62,forward
SLMs_Harttia,misc_feature,"25,636,068","25,636,112",45,reverse
SLMs_Harttia,misc_feature,"25,632,136","25,632,180",45,reverse
SLMs_Harttia,misc_feature,"25,467,018","25,467,086",69,reverse
SLMs_Harttia,misc_feature,"25,295,535","25,295,603",69,forward
SLMs_Harttia,misc_feature,"25,295,477","25,295,538",62,reverse
SLMs_Harttia,misc_feature,"25,242,629","25,242,690",62,forward
SLMs_Harttia,misc_feature,"24,815,075","24,815,136",62,reverse
SLMs_Harttia,misc_feature,"24,763,581","24,763,642",62,forward
SLMs_Harttia,misc_feature,"24,601,334","24,601,395",62,reverse
SLMs_Harttia,misc_feature,"24,601,327","24,601,395",69,reverse
SLMs_Harttia,misc_feature,"24,584,094","24,584,162",69,reverse
SLMs_Harttia,misc_feature,"24,566,770","24,566,838",69,forward
SLMs_Harttia,misc_feature,"24,213,874","24,213,942",69,forward
SLMs_Harttia,misc_feature,"24,135,162","24,135,230",69,forward
SLMs_Harttia,misc_feature,"24,135,104","24,135,165",62,reverse
SLMs_Harttia,misc_feature,"24,037,795","24,037,856",62,reverse
SLMs_Harttia,misc_feature,"23,955,733","23,955,795",63,forward
SLMs_Harttia,misc_feature,"23,846,244","23,846,305",62,forward
SLMs_Harttia,misc_feature,"23,846,179","23,846,247",69,reverse
SLMs_Harttia,misc_feature,"23,709,940","23,710,008",69,forward
SLMs_Harttia,misc_feature,"23,709,882","23,709,943",62,reverse
SLMs_Harttia,misc_feature,"23,631,025","23,631,093",69,reverse
SLMs_Harttia,misc_feature,"23,621,164","23,621,232",69,forward
SLMs_Harttia,misc_feature,"23,528,067","23,528,135",69,forward
SLMs_Harttia,misc_feature,"23,528,009","23,528,070",62,reverse
SLMs_Harttia,misc_feature,"23,458,603","23,458,671",69,forward
SLMs_Harttia,misc_feature,"23,458,545","23,458,606",62,reverse
SLMs_Harttia,misc_feature,"23,424,674","23,424,735",62,reverse
SLMs_Harttia,misc_feature,"22,916,502","22,916,563",62,forward
SLMs_Harttia,misc_feature,"22,867,649","22,867,710",62,forward
SLMs_Harttia,misc_feature,"22,867,584","22,867,652",69,reverse
SLMs_Harttia,misc_feature,"22,781,762","22,781,830",69,forward
attB4,attB4,"22,588,454","22,588,474",21,forward
SLMs_Harttia,misc_feature,"22,458,636","22,458,697",62,reverse
SLMs_Harttia,misc_feature,"22,346,423","22,346,484",62,reverse
SLMs_Harttia,misc_feature,"22,280,517","22,280,578",62,forward
SLMs_Harttia,misc_feature,"22,280,452","22,280,520",69,reverse
SLMs_Harttia,misc_feature,"22,272,315","22,272,383",69,forward
SLMs_Harttia,misc_feature,"22,272,257","22,272,318",62,reverse
SLMs_Harttia,misc_feature,"22,175,525","22,175,586",62,reverse
SLMs_Harttia,misc_feature,"22,103,349","22,103,417",69,reverse
SLMs_Harttia,misc_feature,"22,068,800","22,068,861",62,forward
SLMs_Harttia,misc_feature,"21,913,189","21,913,250",62,forward
SLMs_Harttia,misc_feature,"21,893,573","21,893,641",69,reverse
SLMs_Harttia,misc_feature,"21,613,727","21,613,788",62,forward
SLMs_Harttia,misc_feature,"21,613,662","21,613,730",69,reverse
SLMs_Harttia,misc_feature,"21,562,963","21,563,031",69,forward
SLMs_Harttia,misc_feature,"21,562,905","21,562,966",62,reverse
SLMs_Harttia,misc_feature,"21,500,968","21,501,036",69,forward
SLMs_Harttia,misc_feature,"21,500,910","21,500,971",62,reverse
SLMs_Harttia,misc_feature,"21,386,377","21,386,445",69,forward
SLMs_Harttia,misc_feature,"21,386,319","21,386,380",62,reverse
SLMs_Harttia,misc_feature,"21,187,115","21,187,176",62,forward
SLMs_Harttia,misc_feature,"21,131,046","21,131,114",69,reverse
SLMs_Harttia,misc_feature,"21,105,944","21,106,012",69,forward
SLMs_Harttia,misc_feature,"20,918,712","20,918,773",62,forward
SLMs_Harttia,misc_feature,"20,918,647","20,918,715",69,reverse
SLMs_Harttia,misc_feature,"20,859,466","20,859,502",37,forward
SLMs_Harttia,misc_feature,"20,854,472","20,854,540",69,reverse
SLMs_Harttia,misc_feature,"20,803,355","20,803,423",69,forward
SLMs_Harttia,misc_feature,"20,803,293","20,803,358",66,reverse
SLMs_Harttia,misc_feature,"20,773,284","20,773,345",62,forward
SLMs_Harttia,misc_feature,"20,773,219","20,773,287",69,reverse
SLMs_Harttia,misc_feature,"20,737,991","20,738,059",69,forward
SLMs_Harttia,misc_feature,"20,737,933","20,737,994",62,reverse
SLMs_Harttia,misc_feature,"20,678,854","20,678,915",62,forward
SLMs_Harttia,misc_feature,"20,678,789","20,678,857",69,reverse
SLMs_Harttia,misc_feature,"20,624,017","20,624,085",69,forward
SLMs_Harttia,misc_feature,"20,623,958","20,624,020",63,reverse
SLMs_Harttia,misc_feature,"20,592,428","20,592,489",62,forward
SLMs_Harttia,misc_feature,"20,592,363","20,592,431",69,reverse
SLMs_Harttia,misc_feature,"20,576,994","20,577,062",69,forward
SLMs_Harttia,misc_feature,"20,520,666","20,520,727",62,reverse
SLMs_Harttia,misc_feature,"20,509,688","20,509,749",62,forward
SLMs_Harttia,misc_feature,"20,487,624","20,487,685",62,forward
SLMs_Harttia,misc_feature,"20,470,624","20,470,686",63,reverse
SLMs_Harttia,misc_feature,"20,456,593","20,456,661",69,reverse
SLMs_Harttia,misc_feature,"20,407,321","20,407,382",62,forward
SLMs_Harttia,misc_feature,"20,407,256","20,407,324",69,reverse
SLMs_Harttia,misc_feature,"20,281,247","20,281,315",69,reverse
SLMs_Harttia,misc_feature,"20,274,549","20,274,617",69,forward
SLMs_Harttia,misc_feature,"20,274,491","20,274,552",62,reverse
SLMs_Harttia,misc_feature,"20,264,632","20,264,694",63,forward
SLMs_Harttia,misc_feature,"20,264,567","20,264,635",69,reverse
SLMs_Harttia,misc_feature,"20,188,268","20,188,329",62,forward
SLMs_Harttia,misc_feature,"20,188,203","20,188,271",69,reverse
SLMs_Harttia,misc_feature,"20,157,393","20,157,460",68,forward
SLMs_Harttia,misc_feature,"20,157,335","20,157,396",62,reverse
SLMs_Harttia,misc_feature,"19,947,429","19,947,490",62,reverse
SLMs_Harttia,misc_feature,"19,903,441","19,903,502",62,forward
SLMs_Harttia,misc_feature,"19,903,376","19,903,444",69,reverse
SLMs_Harttia,misc_feature,"19,815,485","19,815,553",69,forward
SLMs_Harttia,misc_feature,"19,783,772","19,783,840",69,forward
SLMs_Harttia,misc_feature,"19,768,388","19,768,449",62,forward
SLMs_Harttia,misc_feature,"19,712,884","19,712,952",69,reverse
SLMs_Harttia,misc_feature,"19,699,478","19,699,539",62,reverse
SLMs_Harttia,misc_feature,"19,614,645","19,614,706",62,forward
SLMs_Harttia,misc_feature,"19,614,580","19,614,648",69,reverse
SLMs_Harttia,misc_feature,"19,578,722","19,578,790",69,forward
SLMs_Harttia,misc_feature,"19,578,664","19,578,725",62,reverse
SLMs_Harttia,misc_feature,"19,487,196","19,487,257",62,forward
SLMs_Harttia,misc_feature,"19,487,131","19,487,199",69,reverse
SLMs_Harttia,misc_feature,"19,207,765","19,207,833",69,forward
SLMs_Harttia,misc_feature,"19,123,803","19,123,871",69,reverse
SLMs_Harttia,misc_feature,"19,081,860","19,081,927",68,forward
SLMs_Harttia,misc_feature,"19,081,802","19,081,863",62,reverse
SLMs_Harttia,misc_feature,"18,924,035","18,924,096",62,forward
SLMs_Harttia,misc_feature,"18,859,260","18,859,328",69,reverse
SLMs_Harttia,misc_feature,"18,802,269","18,802,329",61,reverse
SLMs_Harttia,misc_feature,"18,800,037","18,800,098",62,forward
SLMs_Harttia,misc_feature,"18,799,972","18,800,040",69,reverse
SLMs_Harttia,misc_feature,"18,771,976","18,772,044",69,forward
SLMs_Harttia,misc_feature,"18,616,198","18,616,259",62,reverse
SLMs_Harttia,misc_feature,"18,499,836","18,499,904",69,reverse
SLMs_Harttia,misc_feature,"18,463,632","18,463,692",61,forward
SLMs_Harttia,misc_feature,"18,463,567","18,463,635",69,reverse
SLMs_Harttia,misc_feature,"18,450,019","18,450,087",69,forward
SLMs_Harttia,misc_feature,"18,352,926","18,352,994",69,reverse
SLMs_Harttia,misc_feature,"18,310,208","18,310,276",69,forward
SLMs_Harttia,misc_feature,"18,310,150","18,310,211",62,reverse
SLMs_Harttia,misc_feature,"18,278,484","18,278,545",62,forward
SLMs_Harttia,misc_feature,"18,278,419","18,278,487",69,reverse
SLMs_Harttia,misc_feature,"18,214,242","18,214,310",69,forward
SLMs_Harttia,misc_feature,"18,210,419","18,210,487",69,forward
SLMs_Harttia,misc_feature,"18,210,361","18,210,422",62,reverse
SLMs_Harttia,misc_feature,"18,009,320","18,009,381",62,forward
SLMs_Harttia,misc_feature,"18,009,255","18,009,323",69,reverse
SLMs_Harttia,misc_feature,"17,947,899","17,947,959",61,forward
SLMs_Harttia,misc_feature,"17,686,515","17,686,583",69,reverse
SLMs_Harttia,misc_feature,"17,674,613","17,674,681",69,forward
SLMs_Harttia,misc_feature,"17,674,555","17,674,616",62,reverse
SLMs_Harttia,misc_feature,"17,274,879","17,274,947",69,reverse
SLMs_Harttia,misc_feature,"16,992,907","16,992,975",69,forward
SLMs_Harttia,misc_feature,"16,992,849","16,992,910",62,reverse
SLMs_Harttia,misc_feature,"16,939,797","16,939,857",61,reverse
SLMs_Harttia,misc_feature,"16,778,173","16,778,233",61,forward
SLMs_Harttia,misc_feature,"16,771,047","16,771,108",62,forward
SLMs_Harttia,misc_feature,"16,670,838","16,670,906",69,reverse
SLMs_Harttia,misc_feature,"16,564,478","16,564,546",69,forward
SLMs_Harttia,misc_feature,"16,481,230","16,481,266",37,forward
SLMs_Harttia,misc_feature,"16,447,271","16,447,339",69,forward
SLMs_Harttia,misc_feature,"16,398,929","16,398,965",37,reverse
SLMs_Harttia,misc_feature,"16,155,446","16,155,514",69,forward
