Name,Minimum,Maximum,Length,Direction
SLMs_Harttia,"31,516,419","31,516,487",69,forward
SLMs_Harttia,"31,728,303","31,728,371",69,forward
SLMs_Harttia,"31,788,632","31,788,700",69,forward
SLMs_Harttia,"31,879,060","31,879,128",69,forward
SLMs_Harttia,"32,126,949","32,127,017",69,forward
SLMs_Harttia,"32,148,312","32,148,380",69,forward
SLMs_Harttia,"32,206,407","32,206,475",69,forward
SLMs_Harttia,"32,329,509","32,329,577",69,forward
SLMs_Harttia,"32,386,257","32,386,325",69,forward
SLMs_Harttia,"32,776,996","32,777,064",69,forward
SLMs_Harttia,"33,174,779","33,174,847",69,forward
SLMs_Harttia,"33,396,296","33,396,364",69,forward
SLMs_Harttia,"34,183,422","34,183,490",69,forward
SLMs_Harttia,"34,420,230","34,420,298",69,forward
SLMs_Harttia,"35,042,430","35,042,498",69,forward
SLMs_Harttia,"35,060,217","35,060,285",69,forward
SLMs_Harttia,"35,087,091","35,087,159",69,forward
SLMs_Harttia,"35,134,756","35,134,824",69,forward
SLMs_Harttia,"35,292,764","35,292,832",69,forward
SLMs_Harttia,"36,056,549","36,056,617",69,forward
SLMs_Harttia,"36,630,232","36,630,300",69,forward
SLMs_Harttia,"37,319,555","37,319,623",69,forward
SLMs_Harttia,"39,194,985","39,195,053",69,forward
SLMs_Harttia,"40,163,923","40,163,991",69,forward
SLMs_Harttia,"40,484,725","40,484,793",69,forward
SLMs_Harttia,"40,500,221","40,500,289",69,forward
SLMs_Harttia,"41,124,635","41,124,703",69,forward
SLMs_Harttia,"42,287,601","42,287,669",69,forward
SLMs_Harttia,"42,351,207","42,351,275",69,forward
SLMs_Harttia,"42,512,016","42,512,084",69,forward
SLMs_Harttia,"42,549,184","42,549,252",69,forward
SLMs_Harttia,"43,049,563","43,049,631",69,forward
SLMs_Harttia,"42,649,780","42,649,848",69,reverse
SLMs_Harttia,"42,404,669","42,404,737",69,reverse
SLMs_Harttia,"42,193,619","42,193,687",69,reverse
SLMs_Harttia,"41,753,829","41,753,897",69,reverse
SLMs_Harttia,"41,427,086","41,427,154",69,reverse
SLMs_Harttia,"40,519,136","40,519,204",69,reverse
SLMs_Harttia,"39,471,564","39,471,632",69,reverse
SLMs_Harttia,"39,415,192","39,415,260",69,reverse
SLMs_Harttia,"39,252,143","39,252,211",69,reverse
SLMs_Harttia,"39,131,833","39,131,901",69,reverse
SLMs_Harttia,"37,529,749","37,529,817",69,reverse
SLMs_Harttia,"36,674,964","36,675,032",69,reverse
SLMs_Harttia,"36,169,572","36,169,640",69,reverse
SLMs_Harttia,"35,738,165","35,738,233",69,reverse
SLMs_Harttia,"34,714,931","34,714,999",69,reverse
SLMs_Harttia,"34,680,389","34,680,457",69,reverse
SLMs_Harttia,"34,676,603","34,676,671",69,reverse
SLMs_Harttia,"34,671,930","34,671,998",69,reverse
SLMs_Harttia,"34,248,938","34,249,006",69,reverse
SLMs_Harttia,"34,031,582","34,031,650",69,reverse
SLMs_Harttia,"33,511,069","33,511,137",69,reverse
SLMs_Harttia,"33,473,125","33,473,193",69,reverse
SLMs_Harttia,"33,335,090","33,335,158",69,reverse
SLMs_Harttia,"32,907,037","32,907,105",69,reverse
SLMs_Harttia,"32,660,068","32,660,136",69,reverse
SLMs_Harttia,"32,209,445","32,209,513",69,reverse
SLMs_Harttia,"32,155,874","32,155,942",69,reverse
SLMs_Harttia,"31,588,683","31,588,751",69,reverse
SLMs_Harttia,"30,795,074","30,795,142",69,reverse
SLMs_Harttia,"30,467,851","30,467,919",69,reverse
SLMs_Harttia,"30,292,815","30,292,883",69,reverse
SLMs_Harttia,"30,127,085","30,127,153",69,reverse
SLMs_Harttia,"29,742,881","29,742,949",69,reverse
SLMs_Harttia,"29,354,374","29,354,442",69,reverse
SLMs_Harttia,"29,005,747","29,005,815",69,reverse
SLMs_Harttia,"27,528,625","27,528,693",69,reverse
SLMs_Harttia,"27,476,658","27,476,726",69,reverse
SLMs_Harttia,"27,230,422","27,230,490",69,reverse
SLMs_Harttia,"27,091,377","27,091,445",69,reverse
SLMs_Harttia,"27,007,807","27,007,875",69,reverse
SLMs_Harttia,"26,803,229","26,803,297",69,reverse
SLMs_Harttia,"26,687,387","26,687,455",69,reverse
SLMs_Harttia,"26,560,487","26,560,555",69,reverse
SLMs_Harttia,"26,502,457","26,502,525",69,reverse
SLMs_Harttia,"26,382,165","26,382,233",69,reverse
SLMs_Harttia,"26,300,760","26,300,828",69,reverse
SLMs_Harttia,"25,987,716","25,987,784",69,reverse
SLMs_Harttia,"25,929,868","25,929,936",69,reverse
SLMs_Harttia,"25,810,766","25,810,834",69,reverse
SLMs_Harttia,"25,642,685","25,642,753",69,reverse
SLMs_Harttia,"25,289,097","25,289,165",69,reverse
SLMs_Harttia,"25,266,626","25,266,694",69,reverse
SLMs_Harttia,"25,168,394","25,168,462",69,reverse
SLMs_Harttia,"25,160,423","25,160,491",69,reverse
SLMs_Harttia,"25,118,403","25,118,471",69,reverse
SLMs_Harttia,"25,115,427","25,115,495",69,reverse
SLMs_Harttia,"24,883,072","24,883,140",69,reverse
SLMs_Harttia,"24,837,031","24,837,099",69,reverse
SLMs_Harttia,"24,616,625","24,616,693",69,reverse
SLMs_Harttia,"24,418,770","24,418,838",69,reverse
SLMs_Harttia,"24,146,169","24,146,237",69,reverse
SLMs_Harttia,"24,049,609","24,049,677",69,reverse
SLMs_Harttia,"23,754,031","23,754,099",69,reverse
SLMs_Harttia,"23,540,577","23,540,645",69,reverse
SLMs_Harttia,"23,469,369","23,469,437",69,reverse
SLMs_Harttia,"23,140,451","23,140,519",69,reverse
SLMs_Harttia,"23,022,727","23,022,795",69,reverse
SLMs_Harttia,"22,887,458","22,887,526",69,reverse
SLMs_Harttia,"22,182,005","22,182,073",69,reverse
SLMs_Harttia,"22,084,832","22,084,900",69,reverse
SLMs_Harttia,"21,676,078","21,676,146",69,reverse
SLMs_Harttia,"21,597,638","21,597,706",69,reverse
SLMs_Harttia,"21,523,083","21,523,151",69,reverse
SLMs_Harttia,"21,209,622","21,209,690",69,reverse
SLMs_Harttia,"20,958,799","20,958,867",69,reverse
SLMs_Harttia,"20,747,504","20,747,572",69,reverse
SLMs_Harttia,"20,142,938","20,143,006",69,reverse
SLMs_Harttia,"20,121,726","20,121,794",69,reverse
SLMs_Harttia,"20,073,221","20,073,289",69,reverse
SLMs_Harttia,"19,790,216","19,790,284",69,reverse
SLMs_Harttia,"19,440,260","19,440,328",69,reverse
SLMs_Harttia,"19,290,676","19,290,744",69,reverse
SLMs_Harttia,"19,221,917","19,221,985",69,reverse
SLMs_Harttia,"19,065,842","19,065,910",69,reverse
SLMs_Harttia,"18,452,695","18,452,763",69,reverse
SLMs_Harttia,"18,359,330","18,359,398",69,reverse
SLMs_Harttia,"18,157,492","18,157,560",69,reverse
SLMs_Harttia,"17,257,120","17,257,188",69,reverse
SLMs_Harttia,"17,239,094","17,239,162",69,reverse
SLMs_Harttia,"16,949,563","16,949,631",69,reverse
SLMs_Harttia,"16,543,517","16,543,585",69,reverse
SLMs_Harttia,"16,380,590","16,380,658",69,reverse
SLMs_Harttia,"15,711,753","15,711,821",69,reverse
SLMs_Harttia,"15,663,431","15,663,499",69,reverse
SLMs_Harttia,"15,438,210","15,438,278",69,reverse
SLMs_Harttia,"15,052,225","15,052,293",69,reverse
SLMs_Harttia,"14,867,263","14,867,331",69,reverse
SLMs_Harttia,"14,644,551","14,644,619",69,reverse
SLMs_Harttia,"14,514,182","14,514,250",69,reverse
SLMs_Harttia,"14,404,929","14,404,997",69,reverse
SLMs_Harttia,"13,986,012","13,986,080",69,reverse
SLMs_Harttia,"13,660,551","13,660,619",69,reverse
SLMs_Harttia,"13,306,891","13,306,959",69,reverse
SLMs_Harttia,"13,051,615","13,051,683",69,reverse
SLMs_Harttia,"12,822,061","12,822,129",69,reverse
SLMs_Harttia,"12,727,786","12,727,854",69,reverse
SLMs_Harttia,"12,686,487","12,686,555",69,reverse
SLMs_Harttia,"12,222,232","12,222,300",69,reverse
SLMs_Harttia,"11,458,339","11,458,407",69,reverse
SLMs_Harttia,"10,602,379","10,602,447",69,reverse
SLMs_Harttia,"10,594,013","10,594,081",69,reverse
SLMs_Harttia,"10,563,567","10,563,635",69,reverse
SLMs_Harttia,"10,557,673","10,557,741",69,reverse
SLMs_Harttia,"10,298,987","10,299,055",69,reverse
SLMs_Harttia,"10,061,476","10,061,544",69,reverse
SLMs_Harttia,"10,008,916","10,008,984",69,reverse
SLMs_Harttia,"9,549,968","9,550,036",69,reverse
SLMs_Harttia,"9,066,414","9,066,482",69,reverse
SLMs_Harttia,"8,721,112","8,721,180",69,reverse
SLMs_Harttia,"8,689,334","8,689,402",69,reverse
SLMs_Harttia,"8,391,364","8,391,432",69,reverse
SLMs_Harttia,"8,113,036","8,113,104",69,reverse
SLMs_Harttia,"7,900,021","7,900,089",69,reverse
SLMs_Harttia,"7,476,542","7,476,610",69,reverse
SLMs_Harttia,"6,046,017","6,046,085",69,reverse
SLMs_Harttia,"2,560,696","2,560,764",69,reverse
SLMs_Harttia,"2,551,852","2,551,920",69,reverse
SLMs_Harttia,"1,927,271","1,927,339",69,reverse
SLMs_Harttia,"158,357","158,425",69,reverse
SLMs_Harttia,"13,227,342","13,227,409",68,forward
SLMs_Harttia,"24,333,248","24,333,315",68,forward
SLMs_Harttia,"16,819,939","16,820,006",68,reverse
SLMs_Harttia,"12,338,354","12,338,421",68,reverse
SLMs_Harttia,"13,114,177","13,114,243",67,reverse
SLMs_Harttia,"18,483,481","18,483,546",66,forward
SLMs_Harttia,"35,738,230","35,738,295",66,forward
SLMs_Harttia,"27,643,620","27,643,685",66,reverse
SLMs_Harttia,"23,094,812","23,094,877",66,reverse
SLMs_Harttia,"19,161,136","19,161,201",66,reverse
SLMs_Harttia,"18,698,289","18,698,354",66,reverse
SLMs_Harttia,"14,047,744","14,047,809",66,reverse
SLMs_Harttia,"13,051,680","13,051,742",63,forward
SLMs_Harttia,"14,062,333","14,062,395",63,forward
SLMs_Harttia,"16,949,628","16,949,690",63,forward
SLMs_Harttia,"16,999,777","16,999,839",63,forward
SLMs_Harttia,"40,519,201","40,519,263",63,forward
SLMs_Harttia,"30,709,965","30,710,027",63,reverse
SLMs_Harttia,"26,037,430","26,037,492",63,reverse
SLMs_Harttia,"13,227,283","13,227,345",63,reverse
SLMs_Harttia,"12,545,565","12,545,627",63,reverse
SLMs_Harttia,"26,835","26,896",62,forward
SLMs_Harttia,"111,567","111,628",62,forward
SLMs_Harttia,"1,927,336","1,927,397",62,forward
SLMs_Harttia,"2,551,917","2,551,978",62,forward
SLMs_Harttia,"7,476,607","7,476,668",62,forward
SLMs_Harttia,"7,753,055","7,753,116",62,forward
SLMs_Harttia,"7,900,086","7,900,147",62,forward
SLMs_Harttia,"8,113,101","8,113,162",62,forward
SLMs_Harttia,"8,689,399","8,689,460",62,forward
SLMs_Harttia,"8,721,177","8,721,238",62,forward
SLMs_Harttia,"9,550,033","9,550,094",62,forward
SLMs_Harttia,"9,556,992","9,557,053",62,forward
SLMs_Harttia,"10,008,981","10,009,042",62,forward
SLMs_Harttia,"10,061,541","10,061,602",62,forward
SLMs_Harttia,"10,299,052","10,299,113",62,forward
SLMs_Harttia,"10,459,377","10,459,438",62,forward
SLMs_Harttia,"10,563,632","10,563,693",62,forward
SLMs_Harttia,"10,602,444","10,602,505",62,forward
SLMs_Harttia,"12,027,315","12,027,376",62,forward
SLMs_Harttia,"12,222,297","12,222,358",62,forward
SLMs_Harttia,"12,727,851","12,727,912",62,forward
SLMs_Harttia,"13,008,276","13,008,337",62,forward
SLMs_Harttia,"13,114,240","13,114,301",62,forward
SLMs_Harttia,"13,590,195","13,590,256",62,forward
SLMs_Harttia,"13,660,616","13,660,677",62,forward
SLMs_Harttia,"13,986,077","13,986,138",62,forward
SLMs_Harttia,"14,054,523","14,054,584",62,forward
SLMs_Harttia,"14,404,994","14,405,055",62,forward
SLMs_Harttia,"14,514,247","14,514,308",62,forward
SLMs_Harttia,"14,644,616","14,644,677",62,forward
SLMs_Harttia,"15,052,290","15,052,351",62,forward
SLMs_Harttia,"15,438,275","15,438,336",62,forward
SLMs_Harttia,"15,663,496","15,663,557",62,forward
SLMs_Harttia,"15,711,818","15,711,879",62,forward
SLMs_Harttia,"16,477,834","16,477,895",62,forward
SLMs_Harttia,"16,543,582","16,543,643",62,forward
SLMs_Harttia,"16,820,013","16,820,074",62,forward
SLMs_Harttia,"17,257,185","17,257,246",62,forward
SLMs_Harttia,"17,914,178","17,914,239",62,forward
SLMs_Harttia,"18,157,557","18,157,618",62,forward
SLMs_Harttia,"18,343,963","18,344,024",62,forward
SLMs_Harttia,"18,359,395","18,359,456",62,forward
SLMs_Harttia,"18,452,760","18,452,821",62,forward
SLMs_Harttia,"19,221,982","19,222,043",62,forward
SLMs_Harttia,"19,403,632","19,403,693",62,forward
SLMs_Harttia,"19,493,553","19,493,614",62,forward
SLMs_Harttia,"19,790,281","19,790,342",62,forward
SLMs_Harttia,"19,856,693","19,856,754",62,forward
SLMs_Harttia,"20,121,791","20,121,852",62,forward
SLMs_Harttia,"20,143,003","20,143,064",62,forward
SLMs_Harttia,"21,095,124","21,095,185",62,forward
SLMs_Harttia,"21,125,282","21,125,343",62,forward
SLMs_Harttia,"21,209,687","21,209,748",62,forward
SLMs_Harttia,"21,523,148","21,523,209",62,forward
SLMs_Harttia,"21,597,703","21,597,764",62,forward
SLMs_Harttia,"21,676,143","21,676,204",62,forward
SLMs_Harttia,"21,771,366","21,771,427",62,forward
SLMs_Harttia,"22,084,897","22,084,958",62,forward
SLMs_Harttia,"22,103,454","22,103,515",62,forward
SLMs_Harttia,"22,182,070","22,182,131",62,forward
SLMs_Harttia,"22,466,352","22,466,413",62,forward
SLMs_Harttia,"23,022,792","23,022,853",62,forward
SLMs_Harttia,"23,074,322","23,074,383",62,forward
SLMs_Harttia,"23,140,516","23,140,577",62,forward
SLMs_Harttia,"23,469,434","23,469,495",62,forward
SLMs_Harttia,"23,621,017","23,621,078",62,forward
SLMs_Harttia,"23,754,096","23,754,157",62,forward
SLMs_Harttia,"24,154,259","24,154,320",62,forward
SLMs_Harttia,"24,246,480","24,246,541",62,forward
SLMs_Harttia,"24,418,835","24,418,896",62,forward
SLMs_Harttia,"24,728,927","24,728,988",62,forward
SLMs_Harttia,"24,883,137","24,883,198",62,forward
SLMs_Harttia,"24,955,086","24,955,147",62,forward
SLMs_Harttia,"25,036,731","25,036,792",62,forward
SLMs_Harttia,"25,115,492","25,115,553",62,forward
SLMs_Harttia,"25,118,468","25,118,529",62,forward
SLMs_Harttia,"25,146,186","25,146,247",62,forward
SLMs_Harttia,"25,160,488","25,160,549",62,forward
SLMs_Harttia,"25,168,459","25,168,520",62,forward
SLMs_Harttia,"25,266,691","25,266,752",62,forward
SLMs_Harttia,"25,289,162","25,289,223",62,forward
SLMs_Harttia,"25,766,491","25,766,552",62,forward
SLMs_Harttia,"25,768,614","25,768,675",62,forward
SLMs_Harttia,"25,810,831","25,810,892",62,forward
SLMs_Harttia,"25,907,994","25,908,055",62,forward
SLMs_Harttia,"25,929,933","25,929,994",62,forward
SLMs_Harttia,"25,987,781","25,987,842",62,forward
SLMs_Harttia,"26,300,825","26,300,886",62,forward
SLMs_Harttia,"26,382,230","26,382,291",62,forward
SLMs_Harttia,"26,502,522","26,502,583",62,forward
SLMs_Harttia,"26,560,552","26,560,613",62,forward
SLMs_Harttia,"26,687,452","26,687,513",62,forward
SLMs_Harttia,"26,803,294","26,803,355",62,forward
SLMs_Harttia,"27,007,872","27,007,933",62,forward
SLMs_Harttia,"27,032,917","27,032,978",62,forward
SLMs_Harttia,"27,082,128","27,082,189",62,forward
SLMs_Harttia,"27,091,442","27,091,503",62,forward
SLMs_Harttia,"27,230,487","27,230,548",62,forward
SLMs_Harttia,"27,476,723","27,476,784",62,forward
SLMs_Harttia,"27,528,690","27,528,751",62,forward
SLMs_Harttia,"28,073,784","28,073,845",62,forward
SLMs_Harttia,"28,196,591","28,196,652",62,forward
SLMs_Harttia,"28,327,751","28,327,812",62,forward
SLMs_Harttia,"29,005,812","29,005,873",62,forward
SLMs_Harttia,"29,354,439","29,354,500",62,forward
SLMs_Harttia,"29,742,946","29,743,007",62,forward
SLMs_Harttia,"29,959,844","29,959,905",62,forward
SLMs_Harttia,"30,017,489","30,017,550",62,forward
SLMs_Harttia,"30,063,738","30,063,799",62,forward
SLMs_Harttia,"30,467,916","30,467,977",62,forward
SLMs_Harttia,"30,795,139","30,795,200",62,forward
SLMs_Harttia,"31,588,748","31,588,809",62,forward
SLMs_Harttia,"31,650,680","31,650,741",62,forward
SLMs_Harttia,"32,155,939","32,156,000",62,forward
SLMs_Harttia,"32,209,510","32,209,571",62,forward
SLMs_Harttia,"32,672,459","32,672,520",62,forward
SLMs_Harttia,"32,719,295","32,719,356",62,forward
SLMs_Harttia,"32,840,748","32,840,809",62,forward
SLMs_Harttia,"32,907,102","32,907,163",62,forward
SLMs_Harttia,"33,335,155","33,335,216",62,forward
SLMs_Harttia,"33,340,333","33,340,394",62,forward
SLMs_Harttia,"33,511,134","33,511,195",62,forward
SLMs_Harttia,"34,031,647","34,031,708",62,forward
SLMs_Harttia,"34,924,517","34,924,578",62,forward
SLMs_Harttia,"36,169,637","36,169,698",62,forward
SLMs_Harttia,"36,675,029","36,675,090",62,forward
SLMs_Harttia,"36,710,194","36,710,255",62,forward
SLMs_Harttia,"39,131,898","39,131,959",62,forward
SLMs_Harttia,"39,252,208","39,252,269",62,forward
SLMs_Harttia,"39,305,903","39,305,964",62,forward
SLMs_Harttia,"39,415,257","39,415,318",62,forward
SLMs_Harttia,"39,621,771","39,621,832",62,forward
SLMs_Harttia,"41,636,927","41,636,988",62,forward
SLMs_Harttia,"41,753,894","41,753,955",62,forward
SLMs_Harttia,"42,193,684","42,193,745",62,forward
SLMs_Harttia,"42,404,734","42,404,795",62,forward
SLMs_Harttia,"42,649,845","42,649,906",62,forward
SLMs_Harttia,"42,765,390","42,765,451",62,forward
SLMs_Harttia,"42,849,132","42,849,193",62,forward
SLMs_Harttia,"43,049,505","43,049,566",62,reverse
SLMs_Harttia,"42,740,424","42,740,485",62,reverse
SLMs_Harttia,"42,287,543","42,287,604",62,reverse
SLMs_Harttia,"41,124,577","41,124,638",62,reverse
SLMs_Harttia,"40,163,865","40,163,926",62,reverse
SLMs_Harttia,"39,595,022","39,595,083",62,reverse
SLMs_Harttia,"37,319,497","37,319,558",62,reverse
SLMs_Harttia,"36,554,173","36,554,234",62,reverse
SLMs_Harttia,"36,056,491","36,056,552",62,reverse
SLMs_Harttia,"36,022,059","36,022,120",62,reverse
SLMs_Harttia,"35,134,698","35,134,759",62,reverse
SLMs_Harttia,"35,027,014","35,027,075",62,reverse
SLMs_Harttia,"34,420,172","34,420,233",62,reverse
SLMs_Harttia,"34,089,359","34,089,420",62,reverse
SLMs_Harttia,"33,994,713","33,994,774",62,reverse
SLMs_Harttia,"33,396,238","33,396,299",62,reverse
SLMs_Harttia,"33,174,721","33,174,782",62,reverse
SLMs_Harttia,"32,776,938","32,776,999",62,reverse
SLMs_Harttia,"32,329,451","32,329,512",62,reverse
SLMs_Harttia,"32,232,987","32,233,048",62,reverse
SLMs_Harttia,"32,206,349","32,206,410",62,reverse
SLMs_Harttia,"31,879,002","31,879,063",62,reverse
SLMs_Harttia,"31,788,574","31,788,635",62,reverse
SLMs_Harttia,"31,728,245","31,728,306",62,reverse
SLMs_Harttia,"31,684,114","31,684,175",62,reverse
SLMs_Harttia,"31,516,361","31,516,422",62,reverse
SLMs_Harttia,"31,498,896","31,498,957",62,reverse
SLMs_Harttia,"31,494,158","31,494,219",62,reverse
SLMs_Harttia,"30,002,383","30,002,444",62,reverse
SLMs_Harttia,"29,399,264","29,399,325",62,reverse
SLMs_Harttia,"29,088,623","29,088,684",62,reverse
SLMs_Harttia,"28,495,930","28,495,991",62,reverse
SLMs_Harttia,"28,166,618","28,166,679",62,reverse
SLMs_Harttia,"27,549,793","27,549,854",62,reverse
SLMs_Harttia,"27,498,624","27,498,685",62,reverse
SLMs_Harttia,"27,341,583","27,341,644",62,reverse
SLMs_Harttia,"27,289,989","27,290,050",62,reverse
SLMs_Harttia,"27,114,104","27,114,165",62,reverse
SLMs_Harttia,"27,108,371","27,108,432",62,reverse
SLMs_Harttia,"27,035,615","27,035,676",62,reverse
SLMs_Harttia,"26,822,830","26,822,891",62,reverse
SLMs_Harttia,"26,728,960","26,729,021",62,reverse
SLMs_Harttia,"26,711,855","26,711,916",62,reverse
SLMs_Harttia,"26,703,375","26,703,436",62,reverse
SLMs_Harttia,"26,680,008","26,680,069",62,reverse
SLMs_Harttia,"26,597,254","26,597,315",62,reverse
SLMs_Harttia,"26,537,960","26,538,021",62,reverse
SLMs_Harttia,"26,471,482","26,471,543",62,reverse
SLMs_Harttia,"26,380,167","26,380,228",62,reverse
SLMs_Harttia,"26,251,566","26,251,627",62,reverse
SLMs_Harttia,"26,187,771","26,187,832",62,reverse
SLMs_Harttia,"26,140,596","26,140,657",62,reverse
SLMs_Harttia,"25,932,846","25,932,907",62,reverse
SLMs_Harttia,"25,800,746","25,800,807",62,reverse
SLMs_Harttia,"25,305,443","25,305,504",62,reverse
SLMs_Harttia,"25,248,779","25,248,840",62,reverse
SLMs_Harttia,"25,178,454","25,178,515",62,reverse
SLMs_Harttia,"25,156,451","25,156,512",62,reverse
SLMs_Harttia,"25,070,428","25,070,489",62,reverse
SLMs_Harttia,"24,756,811","24,756,872",62,reverse
SLMs_Harttia,"24,490,901","24,490,962",62,reverse
SLMs_Harttia,"24,270,698","24,270,759",62,reverse
